[2026-07-17T17:24:36] Scheduler started
[2026-07-17T17:24:36] Started None | no_training_ma_001_yearly_low_mag_noise0_lt1 | run_6 | freq=52 | noise=1 | magnitude=50 | lead_time=1 | PID 1092074 | GPU None
[2026-07-17T17:24:39] Started None | no_training_ma_002_yearly_low_mag_noise0_lt2 | run_6 | freq=52 | noise=1 | magnitude=50 | lead_time=2 | PID 1092088 | GPU None
[2026-07-17T17:24:44] Started None | no_training_ma_003_yearly_low_mag_noise0_lt3 | run_6 | freq=52 | noise=1 | magnitude=50 | lead_time=3 | PID 1092123 | GPU None
[2026-07-17T17:24:47] Started None | no_training_ma_004_yearly_low_mag_noise10_lt1 | run_6 | freq=52 | noise=1 | magnitude=50 | lead_time=1 | PID 1092128 | GPU None
[2026-07-17T17:24:50] Started None | no_training_ma_005_yearly_low_mag_noise10_lt2 | run_6 | freq=52 | noise=1 | magnitude=50 | lead_time=2 | PID 1092310 | GPU None
[2026-07-17T17:24:54] Started None | no_training_ma_006_yearly_low_mag_noise10_lt3 | run_6 | freq=52 | noise=1 | magnitude=50 | lead_time=3 | PID 1092314 | GPU None
[2026-07-17T17:24:57] Started None | no_training_ma_007_yearly_low_mag_noise100_lt1 | run_6 | freq=52 | noise=1 | magnitude=50 | lead_time=1 | PID 1092333 | GPU None
[2026-07-17T17:25:00] Started None | no_training_ma_008_yearly_low_mag_noise100_lt2 | run_6 | freq=52 | noise=1 | magnitude=50 | lead_time=2 | PID 1092436 | GPU None
[2026-07-17T17:25:04] Started None | no_training_ma_009_yearly_low_mag_noise100_lt3 | run_6 | freq=52 | noise=1 | magnitude=50 | lead_time=3 | PID 1092443 | GPU None
[2026-07-17T17:25:07] Started None | no_training_ma_010_yearly_medium_mag_noise0_lt1 | run_6 | freq=52 | noise=1 | magnitude=100 | lead_time=1 | PID 1092447 | GPU None
[2026-07-17T17:25:10] Started None | no_training_ma_011_yearly_medium_mag_noise0_lt2 | run_6 | freq=52 | noise=1 | magnitude=100 | lead_time=2 | PID 1092451 | GPU None
[2026-07-17T17:25:13] Started None | no_training_ma_012_yearly_medium_mag_noise0_lt3 | run_6 | freq=52 | noise=1 | magnitude=100 | lead_time=3 | PID 1092458 | GPU None
[2026-07-17T17:25:16] Started None | no_training_ma_013_yearly_medium_mag_noise10_lt1 | run_6 | freq=52 | noise=1 | magnitude=100 | lead_time=1 | PID 1092471 | GPU None
[2026-07-17T17:25:20] Started None | no_training_ma_014_yearly_medium_mag_noise10_lt2 | run_6 | freq=52 | noise=1 | magnitude=100 | lead_time=2 | PID 1092479 | GPU None
[2026-07-17T17:25:23] Started None | no_training_ma_015_yearly_medium_mag_noise10_lt3 | run_6 | freq=52 | noise=1 | magnitude=100 | lead_time=3 | PID 1092500 | GPU None
[2026-07-17T17:25:26] Started None | no_training_ma_016_yearly_medium_mag_noise100_lt1 | run_6 | freq=52 | noise=1 | magnitude=100 | lead_time=1 | PID 1092565 | GPU None
[2026-07-17T17:25:29] Started None | no_training_ma_017_yearly_medium_mag_noise100_lt2 | run_6 | freq=52 | noise=1 | magnitude=100 | lead_time=2 | PID 1092658 | GPU None
[2026-07-17T17:25:33] Started None | no_training_ma_018_yearly_medium_mag_noise100_lt3 | run_6 | freq=52 | noise=1 | magnitude=100 | lead_time=3 | PID 1092739 | GPU None
[2026-07-17T17:25:36] Started None | no_training_ma_019_yearly_high_mag_noise0_lt1 | run_6 | freq=52 | noise=1 | magnitude=200 | lead_time=1 | PID 1092813 | GPU None
[2026-07-17T17:25:39] Started None | no_training_ma_020_yearly_high_mag_noise0_lt2 | run_6 | freq=52 | noise=1 | magnitude=200 | lead_time=2 | PID 1092882 | GPU None
[2026-07-17T17:25:42] Started None | no_training_ma_021_yearly_high_mag_noise0_lt3 | run_6 | freq=52 | noise=1 | magnitude=200 | lead_time=3 | PID 1092894 | GPU None
[2026-07-17T17:25:46] Started None | no_training_ma_022_yearly_high_mag_noise10_lt1 | run_6 | freq=52 | noise=1 | magnitude=200 | lead_time=1 | PID 1092898 | GPU None
[2026-07-17T17:25:49] Started None | no_training_ma_023_yearly_high_mag_noise10_lt2 | run_6 | freq=52 | noise=1 | magnitude=200 | lead_time=2 | PID 1092975 | GPU None
[2026-07-17T17:25:52] Started None | no_training_ma_024_yearly_high_mag_noise10_lt3 | run_6 | freq=52 | noise=1 | magnitude=200 | lead_time=3 | PID 1093085 | GPU None
[2026-07-17T17:25:55] Started None | no_training_ma_025_yearly_high_mag_noise100_lt1 | run_6 | freq=52 | noise=1 | magnitude=200 | lead_time=1 | PID 1093089 | GPU None
[2026-07-17T17:25:59] Started None | no_training_ma_026_yearly_high_mag_noise100_lt2 | run_6 | freq=52 | noise=1 | magnitude=200 | lead_time=2 | PID 1093098 | GPU None
[2026-07-17T17:26:02] Started None | no_training_ma_027_yearly_high_mag_noise100_lt3 | run_6 | freq=52 | noise=1 | magnitude=200 | lead_time=3 | PID 1093210 | GPU None
[2026-07-17T17:26:05] Started None | no_training_ma_028_half_yearly_low_mag_noise0_lt1 | run_6 | freq=26 | noise=1 | magnitude=50 | lead_time=1 | PID 1093214 | GPU None
[2026-07-17T17:26:08] Started None | no_training_ma_029_half_yearly_low_mag_noise0_lt2 | run_6 | freq=26 | noise=1 | magnitude=50 | lead_time=2 | PID 1093219 | GPU None
[2026-07-17T17:26:12] Started None | no_training_ma_030_half_yearly_low_mag_noise0_lt3 | run_6 | freq=26 | noise=1 | magnitude=50 | lead_time=3 | PID 1093223 | GPU None
[2026-07-17T17:26:15] Started None | no_training_ma_031_half_yearly_low_mag_noise10_lt1 | run_6 | freq=26 | noise=1 | magnitude=50 | lead_time=1 | PID 1093239 | GPU None
[2026-07-17T17:26:18] Started None | no_training_ma_032_half_yearly_low_mag_noise10_lt2 | run_6 | freq=26 | noise=1 | magnitude=50 | lead_time=2 | PID 1093243 | GPU None
[2026-07-17T17:26:21] Started None | no_training_ma_033_half_yearly_low_mag_noise10_lt3 | run_6 | freq=26 | noise=1 | magnitude=50 | lead_time=3 | PID 1093251 | GPU None
[2026-07-17T17:26:25] Started None | no_training_ma_034_half_yearly_low_mag_noise100_lt1 | run_6 | freq=26 | noise=1 | magnitude=50 | lead_time=1 | PID 1093255 | GPU None
