[2026-07-17T20:24:52] Scheduler started
[2026-07-17T20:24:53] Started None | no_training_ma_001_yearly_low_mag_noise0_lt1 | run_8 | freq=52 | noise=1 | magnitude=50 | lead_time=1 | PID 1370308 | GPU None
[2026-07-17T20:24:56] Started None | no_training_ma_002_yearly_low_mag_noise0_lt2 | run_8 | freq=52 | noise=1 | magnitude=50 | lead_time=2 | PID 1370318 | GPU None
[2026-07-17T20:25:01] Started None | no_training_ma_003_yearly_low_mag_noise0_lt3 | run_8 | freq=52 | noise=1 | magnitude=50 | lead_time=3 | PID 1370335 | GPU None
[2026-07-17T20:25:04] Started None | no_training_ma_004_yearly_low_mag_noise10_lt1 | run_8 | freq=52 | noise=1 | magnitude=50 | lead_time=1 | PID 1370342 | GPU None
[2026-07-17T20:25:09] Started None | no_training_ma_005_yearly_low_mag_noise10_lt2 | run_8 | freq=52 | noise=1 | magnitude=50 | lead_time=2 | PID 1370358 | GPU None
[2026-07-17T20:25:12] Started None | no_training_ma_006_yearly_low_mag_noise10_lt3 | run_8 | freq=52 | noise=1 | magnitude=50 | lead_time=3 | PID 1370362 | GPU None
[2026-07-17T20:25:15] Started None | no_training_ma_007_yearly_low_mag_noise100_lt1 | run_8 | freq=52 | noise=1 | magnitude=50 | lead_time=1 | PID 1370367 | GPU None
[2026-07-17T20:25:18] Started None | no_training_ma_008_yearly_low_mag_noise100_lt2 | run_8 | freq=52 | noise=1 | magnitude=50 | lead_time=2 | PID 1370422 | GPU None
[2026-07-17T20:25:22] Started None | no_training_ma_009_yearly_low_mag_noise100_lt3 | run_8 | freq=52 | noise=1 | magnitude=50 | lead_time=3 | PID 1370515 | GPU None
[2026-07-17T20:25:25] Started None | no_training_ma_010_yearly_medium_mag_noise0_lt1 | run_8 | freq=52 | noise=1 | magnitude=100 | lead_time=1 | PID 1370669 | GPU None
[2026-07-17T20:25:28] Started None | no_training_ma_011_yearly_medium_mag_noise0_lt2 | run_8 | freq=52 | noise=1 | magnitude=100 | lead_time=2 | PID 1370764 | GPU None
[2026-07-17T20:25:31] Started None | no_training_ma_012_yearly_medium_mag_noise0_lt3 | run_8 | freq=52 | noise=1 | magnitude=100 | lead_time=3 | PID 1370836 | GPU None
[2026-07-17T20:25:35] Started None | no_training_ma_013_yearly_medium_mag_noise10_lt1 | run_8 | freq=52 | noise=1 | magnitude=100 | lead_time=1 | PID 1370898 | GPU None
[2026-07-17T20:25:38] Started None | no_training_ma_014_yearly_medium_mag_noise10_lt2 | run_8 | freq=52 | noise=1 | magnitude=100 | lead_time=2 | PID 1370902 | GPU None
[2026-07-17T20:25:41] Started None | no_training_ma_015_yearly_medium_mag_noise10_lt3 | run_8 | freq=52 | noise=1 | magnitude=100 | lead_time=3 | PID 1370908 | GPU None
[2026-07-17T20:25:44] Started None | no_training_ma_016_yearly_medium_mag_noise100_lt1 | run_8 | freq=52 | noise=1 | magnitude=100 | lead_time=1 | PID 1370912 | GPU None
[2026-07-17T20:25:48] Started None | no_training_ma_017_yearly_medium_mag_noise100_lt2 | run_8 | freq=52 | noise=1 | magnitude=100 | lead_time=2 | PID 1370916 | GPU None
[2026-07-17T20:25:51] Started None | no_training_ma_018_yearly_medium_mag_noise100_lt3 | run_8 | freq=52 | noise=1 | magnitude=100 | lead_time=3 | PID 1370920 | GPU None
[2026-07-17T20:25:54] Started None | no_training_ma_019_yearly_high_mag_noise0_lt1 | run_8 | freq=52 | noise=1 | magnitude=200 | lead_time=1 | PID 1371102 | GPU None
[2026-07-17T20:25:57] Started None | no_training_ma_020_yearly_high_mag_noise0_lt2 | run_8 | freq=52 | noise=1 | magnitude=200 | lead_time=2 | PID 1371106 | GPU None
[2026-07-17T20:26:01] Started None | no_training_ma_021_yearly_high_mag_noise0_lt3 | run_8 | freq=52 | noise=1 | magnitude=200 | lead_time=3 | PID 1371117 | GPU None
[2026-07-17T20:26:04] Started None | no_training_ma_022_yearly_high_mag_noise10_lt1 | run_8 | freq=52 | noise=1 | magnitude=200 | lead_time=1 | PID 1371121 | GPU None
[2026-07-17T20:26:07] Started None | no_training_ma_023_yearly_high_mag_noise10_lt2 | run_8 | freq=52 | noise=1 | magnitude=200 | lead_time=2 | PID 1371125 | GPU None
[2026-07-17T20:26:10] Started None | no_training_ma_024_yearly_high_mag_noise10_lt3 | run_8 | freq=52 | noise=1 | magnitude=200 | lead_time=3 | PID 1371129 | GPU None
[2026-07-17T20:26:14] Started None | no_training_ma_025_yearly_high_mag_noise100_lt1 | run_8 | freq=52 | noise=1 | magnitude=200 | lead_time=1 | PID 1371133 | GPU None
[2026-07-17T20:26:17] Started None | no_training_ma_026_yearly_high_mag_noise100_lt2 | run_8 | freq=52 | noise=1 | magnitude=200 | lead_time=2 | PID 1371141 | GPU None
[2026-07-17T20:26:20] Started None | no_training_ma_027_yearly_high_mag_noise100_lt3 | run_8 | freq=52 | noise=1 | magnitude=200 | lead_time=3 | PID 1371156 | GPU None
[2026-07-17T20:26:23] Started None | no_training_ma_028_half_yearly_low_mag_noise0_lt1 | run_8 | freq=26 | noise=1 | magnitude=50 | lead_time=1 | PID 1371192 | GPU None
[2026-07-17T20:26:27] Started None | no_training_ma_029_half_yearly_low_mag_noise0_lt2 | run_8 | freq=26 | noise=1 | magnitude=50 | lead_time=2 | PID 1371217 | GPU None
